lote,data,acao,motivo,familia,especie,taxonomista,codigo,arquivo_local,arquivo_online,codigo_relacionado,arquivo_local_relacionado,arquivo_online_relacionado
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Chaetogastra gracilis,R. Goldenberg,HCF000008657,./10familias/Melastomataceae/Chaetogastra_gracilis/HCF000008657.jpg,Melastomataceae/Chaetogastra_gracilis/HCF000008657.jpg,UPCB0017624,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0017624.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0017624.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Chaetogastra gracilis,F.S. Meyer,UPCB0017624,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0017624.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0017624.jpg,HCF000008657,./10familias/Melastomataceae/Chaetogastra_gracilis/HCF000008657.jpg,Melastomataceae/Chaetogastra_gracilis/HCF000008657.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Chaetogastra gracilis,R. Goldenberg,DVPR002573,./10familias/Melastomataceae/Chaetogastra_gracilis/DVPR002573.jpg,Melastomataceae/Chaetogastra_gracilis/DVPR002573.jpg,UPCB0017980,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0017980.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0017980.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Chaetogastra gracilis,F.S. Meyer,UPCB0017980,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0017980.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0017980.jpg,DVPR002573,./10familias/Melastomataceae/Chaetogastra_gracilis/DVPR002573.jpg,Melastomataceae/Chaetogastra_gracilis/DVPR002573.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Tococa guianensis,R. Goldenberg,EAC0003818,./10familias/Melastomataceae/Tococa_guianensis/EAC0003818.jpg,Melastomataceae/Tococa_guianensis/EAC0003818.jpg,UFRR00005237,./10familias/Melastomataceae/Tococa_guianensis/UFRR00005237.jpg,Melastomataceae/Tococa_guianensis/UFRR00005237.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Tococa guianensis,R. Goldenberg,UFRR00005237,./10familias/Melastomataceae/Tococa_guianensis/UFRR00005237.jpg,Melastomataceae/Tococa_guianensis/UFRR00005237.jpg,EAC0003818,./10familias/Melastomataceae/Tococa_guianensis/EAC0003818.jpg,Melastomataceae/Tococa_guianensis/EAC0003818.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Tococa guianensis,R. Goldenberg,EAC0007414,./10familias/Melastomataceae/Tococa_guianensis/EAC0007414.jpg,Melastomataceae/Tococa_guianensis/EAC0007414.jpg,MBM364519,./10familias/Melastomataceae/Tococa_guianensis/MBM364519.jpg,Melastomataceae/Tococa_guianensis/MBM364519.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Tococa guianensis,F.S. Meyer,MBM364519,./10familias/Melastomataceae/Tococa_guianensis/MBM364519.jpg,Melastomataceae/Tococa_guianensis/MBM364519.jpg,EAC0007414,./10familias/Melastomataceae/Tococa_guianensis/EAC0007414.jpg,Melastomataceae/Tococa_guianensis/EAC0007414.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Tococa guianensis,R. Goldenberg,NY04296962_1,./10familias/Melastomataceae/Tococa_guianensis/NY04296962_1.jpg,Melastomataceae/Tococa_guianensis/NY04296962_1.jpg,MBM260338,./10familias/Melastomataceae/Tococa_guianensis/MBM260338.jpg,Melastomataceae/Tococa_guianensis/MBM260338.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Tococa guianensis,F.S. Meyer,MBM260338,./10familias/Melastomataceae/Tococa_guianensis/MBM260338.jpg,Melastomataceae/Tococa_guianensis/MBM260338.jpg,NY04296962_1,./10familias/Melastomataceae/Tococa_guianensis/NY04296962_1.jpg,Melastomataceae/Tococa_guianensis/NY04296962_1.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Sapindaceae,Serjania lethalis,M.S. Ferrucci,EAC0016987,./10familias/Sapindaceae/Serjania_lethalis/EAC0016987.jpg,Sapindaceae/Serjania_lethalis/EAC0016987.jpg,HUEFS0015731,./10familias/Sapindaceae/Serjania_lethalis/HUEFS0015731.jpg,Sapindaceae/Serjania_lethalis/HUEFS0015731.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Serjania lethalis,M.S. Ferrucci,HUEFS0015731,./10familias/Sapindaceae/Serjania_lethalis/HUEFS0015731.jpg,Sapindaceae/Serjania_lethalis/HUEFS0015731.jpg,EAC0016987,./10familias/Sapindaceae/Serjania_lethalis/EAC0016987.jpg,Sapindaceae/Serjania_lethalis/EAC0016987.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Sapindaceae,Serjania lethalis,M.S. Ferrucci,HUFU00023125,./10familias/Sapindaceae/Serjania_lethalis/HUFU00023125.jpg,Sapindaceae/Serjania_lethalis/HUFU00023125.jpg,HUEFS0049450,./10familias/Sapindaceae/Serjania_lethalis/HUEFS0049450.jpg,Sapindaceae/Serjania_lethalis/HUEFS0049450.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Serjania lethalis,M.S. Ferrucci,HUEFS0049450,./10familias/Sapindaceae/Serjania_lethalis/HUEFS0049450.jpg,Sapindaceae/Serjania_lethalis/HUEFS0049450.jpg,HUFU00023125,./10familias/Sapindaceae/Serjania_lethalis/HUFU00023125.jpg,Sapindaceae/Serjania_lethalis/HUFU00023125.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Sapindaceae,Allophylus edulis,M.S. Ferrucci,RBR00032104,./10familias/Sapindaceae/Allophylus_edulis/RBR00032104.jpg,Sapindaceae/Allophylus_edulis/RBR00032104.jpg,HCF000027570,./10familias/Sapindaceae/Allophylus_edulis/HCF000027570.jpg,Sapindaceae/Allophylus_edulis/HCF000027570.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Allophylus edulis,M.S. Ferrucci,HCF000027570,./10familias/Sapindaceae/Allophylus_edulis/HCF000027570.jpg,Sapindaceae/Allophylus_edulis/HCF000027570.jpg,RBR00032104,./10familias/Sapindaceae/Allophylus_edulis/RBR00032104.jpg,Sapindaceae/Allophylus_edulis/RBR00032104.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Solanaceae,Solanum americanum,J.R. Stehmann,DVPR002551,./10familias/Solanaceae/Solanum_americanum/DVPR002551.jpg,Solanaceae/Solanum_americanum/DVPR002551.jpg,FURB43945,./10familias/Solanaceae/Solanum_americanum/FURB43945.jpg,Solanaceae/Solanum_americanum/FURB43945.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Solanaceae,Solanum americanum,J.R. Stehmann,FURB43945,./10familias/Solanaceae/Solanum_americanum/FURB43945.jpg,Solanaceae/Solanum_americanum/FURB43945.jpg,DVPR002551,./10familias/Solanaceae/Solanum_americanum/DVPR002551.jpg,Solanaceae/Solanum_americanum/DVPR002551.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Cyperaceae,Eleocharis sellowiana,R. Trevisan,ICN00007676,./10familias/Cyperaceae/Eleocharis_sellowiana/ICN00007676.jpg,Cyperaceae/Eleocharis_sellowiana/ICN00007676.jpg,FLOR0042921,./10familias/Cyperaceae/Eleocharis_sellowiana/FLOR0042921.jpg,Cyperaceae/Eleocharis_sellowiana/FLOR0042921.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Cyperaceae,Eleocharis sellowiana,R. Trevisan,FLOR0042921,./10familias/Cyperaceae/Eleocharis_sellowiana/FLOR0042921.jpg,Cyperaceae/Eleocharis_sellowiana/FLOR0042921.jpg,ICN00007676,./10familias/Cyperaceae/Eleocharis_sellowiana/ICN00007676.jpg,Cyperaceae/Eleocharis_sellowiana/ICN00007676.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Malpighiaceae,Alicia anisopetala,R.F. Almeida,HUEM000006647,./10familias/Malpighiaceae/Alicia_anisopetala/HUEM000006647.jpg,Malpighiaceae/Alicia_anisopetala/HUEM000006647.jpg,ESA045117,./10familias/Malpighiaceae/Alicia_anisopetala/ESA045117.jpg,Malpighiaceae/Alicia_anisopetala/ESA045117.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Malpighiaceae,Alicia anisopetala,R.F. Almeida,ESA045117,./10familias/Malpighiaceae/Alicia_anisopetala/ESA045117.jpg,Malpighiaceae/Alicia_anisopetala/ESA045117.jpg,HUEM000006647,./10familias/Malpighiaceae/Alicia_anisopetala/HUEM000006647.jpg,Malpighiaceae/Alicia_anisopetala/HUEM000006647.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Sapindaceae,Paullinia elegans,M.S. Ferrucci,ESA051052,./10familias/Sapindaceae/Paullinia_elegans/ESA051052.jpg,Sapindaceae/Paullinia_elegans/ESA051052.jpg,HUEFS0057714,./10familias/Sapindaceae/Paullinia_elegans/HUEFS0057714.jpg,Sapindaceae/Paullinia_elegans/HUEFS0057714.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Paullinia elegans,M.S. Ferrucci,HUEFS0057714,./10familias/Sapindaceae/Paullinia_elegans/HUEFS0057714.jpg,Sapindaceae/Paullinia_elegans/HUEFS0057714.jpg,ESA051052,./10familias/Sapindaceae/Paullinia_elegans/ESA051052.jpg,Sapindaceae/Paullinia_elegans/ESA051052.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Sapindaceae,Matayba guianensis,M.S. Ferrucci,EAC0019107,./10familias/Sapindaceae/Matayba_guianensis/EAC0019107.jpg,Sapindaceae/Matayba_guianensis/EAC0019107.jpg,CEN00043477,./10familias/Sapindaceae/Matayba_guianensis/CEN00043477.jpg,Sapindaceae/Matayba_guianensis/CEN00043477.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Matayba guianensis,M.S. Ferrucci,CEN00043477,./10familias/Sapindaceae/Matayba_guianensis/CEN00043477.jpg,Sapindaceae/Matayba_guianensis/CEN00043477.jpg,EAC0019107,./10familias/Sapindaceae/Matayba_guianensis/EAC0019107.jpg,Sapindaceae/Matayba_guianensis/EAC0019107.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Myrtaceae,Eugenia florida,M. Sobral,ASU0053016_1,./10familias/Myrtaceae/Eugenia_florida/ASU0053016_1.jpg,Myrtaceae/Eugenia_florida/ASU0053016_1.jpg,SP026965,./10familias/Myrtaceae/Eugenia_florida/SP026965.jpg,Myrtaceae/Eugenia_florida/SP026965.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Myrtaceae,Eugenia florida,M. Sobral,SP026965,./10familias/Myrtaceae/Eugenia_florida/SP026965.jpg,Myrtaceae/Eugenia_florida/SP026965.jpg,ASU0053016_1,./10familias/Myrtaceae/Eugenia_florida/ASU0053016_1.jpg,Myrtaceae/Eugenia_florida/ASU0053016_1.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Solanaceae,Solanum americanum,J.R. Stehmann,FLOR0067189,./10familias/Solanaceae/Solanum_americanum/FLOR0067189.jpg,Solanaceae/Solanum_americanum/FLOR0067189.jpg,MBML003468,./10familias/Solanaceae/Solanum_americanum/MBML003468.jpg,Solanaceae/Solanum_americanum/MBML003468.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Solanaceae,Solanum americanum,J.R. Stehmann,MBML003468,./10familias/Solanaceae/Solanum_americanum/MBML003468.jpg,Solanaceae/Solanum_americanum/MBML003468.jpg,FLOR0067189,./10familias/Solanaceae/Solanum_americanum/FLOR0067189.jpg,Solanaceae/Solanum_americanum/FLOR0067189.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Malpighiaceae,Alicia anisopetala,R.F. Almeida,HUEM000006650,./10familias/Malpighiaceae/Alicia_anisopetala/HUEM000006650.jpg,Malpighiaceae/Alicia_anisopetala/HUEM000006650.jpg,ESA019765,./10familias/Malpighiaceae/Alicia_anisopetala/ESA019765.jpg,Malpighiaceae/Alicia_anisopetala/ESA019765.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Malpighiaceae,Alicia anisopetala,R.F. Almeida,ESA019765,./10familias/Malpighiaceae/Alicia_anisopetala/ESA019765.jpg,Malpighiaceae/Alicia_anisopetala/ESA019765.jpg,HUEM000006650,./10familias/Malpighiaceae/Alicia_anisopetala/HUEM000006650.jpg,Malpighiaceae/Alicia_anisopetala/HUEM000006650.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Malpighiaceae,Alicia anisopetala,W.R. Anderson,NY01181879_01,./10familias/Malpighiaceae/Alicia_anisopetala/NY01181879_01.jpg,Malpighiaceae/Alicia_anisopetala/NY01181879_01.jpg,UFG0003158,./10familias/Malpighiaceae/Alicia_anisopetala/UFG0003158.jpg,Malpighiaceae/Alicia_anisopetala/UFG0003158.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Malpighiaceae,Alicia anisopetala,R.F. Almeida,UFG0003158,./10familias/Malpighiaceae/Alicia_anisopetala/UFG0003158.jpg,Malpighiaceae/Alicia_anisopetala/UFG0003158.jpg,NY01181879_01,./10familias/Malpighiaceae/Alicia_anisopetala/NY01181879_01.jpg,Malpighiaceae/Alicia_anisopetala/NY01181879_01.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Malpighiaceae,Alicia anisopetala,W.R. Anderson,NY00998237_01,./10familias/Malpighiaceae/Alicia_anisopetala/NY00998237_01.jpg,Malpighiaceae/Alicia_anisopetala/NY00998237_01.jpg,HUEFS0206272,./10familias/Malpighiaceae/Alicia_anisopetala/HUEFS0206272.jpg,Malpighiaceae/Alicia_anisopetala/HUEFS0206272.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Malpighiaceae,Alicia anisopetala,R.F. Almeida,HUEFS0206272,./10familias/Malpighiaceae/Alicia_anisopetala/HUEFS0206272.jpg,Malpighiaceae/Alicia_anisopetala/HUEFS0206272.jpg,NY00998237_01,./10familias/Malpighiaceae/Alicia_anisopetala/NY00998237_01.jpg,Malpighiaceae/Alicia_anisopetala/NY00998237_01.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Meliaceae,Guarea guidonia,T.D. Pennington,MO0101257040,./10familias/Meliaceae/Guarea_guidonia/MO0101257040.jpg,Meliaceae/Guarea_guidonia/MO0101257040.jpg,NY01142367_01,./10familias/Meliaceae/Guarea_guidonia/NY01142367_01.jpg,Meliaceae/Guarea_guidonia/NY01142367_01.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Meliaceae,Guarea guidonia,T.D. Pennington,NY01142367_01,./10familias/Meliaceae/Guarea_guidonia/NY01142367_01.jpg,Meliaceae/Guarea_guidonia/NY01142367_01.jpg,MO0101257040,./10familias/Meliaceae/Guarea_guidonia/MO0101257040.jpg,Meliaceae/Guarea_guidonia/MO0101257040.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Asteraceae,Baccharis dracunculifolia,J.N. Nakajima,HUFU00043020,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00043020.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00043020.jpg,HUFU00042998,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00042998.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00042998.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Asteraceae,Baccharis dracunculifolia,J.N. Nakajima,HUFU00042998,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00042998.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00042998.jpg,HUFU00043020,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00043020.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00043020.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Melastomataceae,Acisanthera alsinaefolia,R. Goldenberg,UPCB0008809,./10familias/Melastomataceae/Acisanthera_alsinaefolia/UPCB0008809.jpg,Melastomataceae/Acisanthera_alsinaefolia/UPCB0008809.jpg,HUEFS0104572,./10familias/Melastomataceae/Acisanthera_alsinaefolia/HUEFS0104572.jpg,Melastomataceae/Acisanthera_alsinaefolia/HUEFS0104572.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Acisanthera alsinaefolia,R. Goldenberg,HUEFS0104572,./10familias/Melastomataceae/Acisanthera_alsinaefolia/HUEFS0104572.jpg,Melastomataceae/Acisanthera_alsinaefolia/HUEFS0104572.jpg,UPCB0008809,./10familias/Melastomataceae/Acisanthera_alsinaefolia/UPCB0008809.jpg,Melastomataceae/Acisanthera_alsinaefolia/UPCB0008809.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Melastomataceae,Acisanthera alsinaefolia,R. Goldenberg,UNOP005244,./10familias/Melastomataceae/Acisanthera_alsinaefolia/UNOP005244.jpg,Melastomataceae/Acisanthera_alsinaefolia/UNOP005244.jpg,MBM271029,./10familias/Melastomataceae/Acisanthera_alsinaefolia/MBM271029.jpg,Melastomataceae/Acisanthera_alsinaefolia/MBM271029.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Acisanthera alsinaefolia,R. Goldenberg,MBM271029,./10familias/Melastomataceae/Acisanthera_alsinaefolia/MBM271029.jpg,Melastomataceae/Acisanthera_alsinaefolia/MBM271029.jpg,UNOP005244,./10familias/Melastomataceae/Acisanthera_alsinaefolia/UNOP005244.jpg,Melastomataceae/Acisanthera_alsinaefolia/UNOP005244.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Melastomataceae,Tococa guianensis,R. Goldenberg,UEC189178,./10familias/Melastomataceae/Tococa_guianensis/UEC189178.jpg,Melastomataceae/Tococa_guianensis/UEC189178.jpg,NY01421264_01,./10familias/Melastomataceae/Tococa_guianensis/NY01421264_01.jpg,Melastomataceae/Tococa_guianensis/NY01421264_01.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Tococa guianensis,F.A. Michelangeli,NY01421264_01,./10familias/Melastomataceae/Tococa_guianensis/NY01421264_01.jpg,Melastomataceae/Tococa_guianensis/NY01421264_01.jpg,UEC189178,./10familias/Melastomataceae/Tococa_guianensis/UEC189178.jpg,Melastomataceae/Tococa_guianensis/UEC189178.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Sapindaceae,Allophylus edulis,M.S. Ferrucci,HUFU00024699,./10familias/Sapindaceae/Allophylus_edulis/HUFU00024699.jpg,Sapindaceae/Allophylus_edulis/HUFU00024699.jpg,DVPR002644,./10familias/Sapindaceae/Allophylus_edulis/DVPR002644.jpg,Sapindaceae/Allophylus_edulis/DVPR002644.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Allophylus edulis,M.S. Ferrucci,DVPR002644,./10familias/Sapindaceae/Allophylus_edulis/DVPR002644.jpg,Sapindaceae/Allophylus_edulis/DVPR002644.jpg,HUFU00024699,./10familias/Sapindaceae/Allophylus_edulis/HUFU00024699.jpg,Sapindaceae/Allophylus_edulis/HUFU00024699.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Sapindaceae,Allophylus edulis,M.S. Ferrucci,FURB43008,./10familias/Sapindaceae/Allophylus_edulis/FURB43008.jpg,Sapindaceae/Allophylus_edulis/FURB43008.jpg,HPL007240,./10familias/Sapindaceae/Allophylus_edulis/HPL007240.jpg,Sapindaceae/Allophylus_edulis/HPL007240.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Sapindaceae,Allophylus edulis,M.S. Ferrucci,HPL007240,./10familias/Sapindaceae/Allophylus_edulis/HPL007240.jpg,Sapindaceae/Allophylus_edulis/HPL007240.jpg,FURB43008,./10familias/Sapindaceae/Allophylus_edulis/FURB43008.jpg,Sapindaceae/Allophylus_edulis/FURB43008.jpg
duplicata_coleta,2026-09-10,remover,duplicata_coleta,Solanaceae,Petunia integrifolia,J.R. Stehmann,ESA085791,./10familias/Solanaceae/Petunia_integrifolia/ESA085791.jpg,Solanaceae/Petunia_integrifolia/ESA085791.jpg,HAS0105641,./10familias/Solanaceae/Petunia_integrifolia/HAS0105641.jpg,Solanaceae/Petunia_integrifolia/HAS0105641.jpg
duplicata_coleta,2026-09-10,adicionar,substituta,Solanaceae,Petunia integrifolia,J.R. Stehmann,HAS0105641,./10familias/Solanaceae/Petunia_integrifolia/HAS0105641.jpg,Solanaceae/Petunia_integrifolia/HAS0105641.jpg,ESA085791,./10familias/Solanaceae/Petunia_integrifolia/ESA085791.jpg,Solanaceae/Petunia_integrifolia/ESA085791.jpg
nao_exsicata,2026-09-11,remover,nao_exsicata,Malpighiaceae,Diplopterys pubipetala,W.R. Anderson,MO0100535621,./10familias/Malpighiaceae/Diplopterys_pubipetala/MO0100535621.jpg,Malpighiaceae/Diplopterys_pubipetala/MO0100535621.jpg,MO0100535622,./10familias/Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg,Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg
nao_exsicata,2026-09-11,adicionar,substituta,Malpighiaceae,Diplopterys pubipetala,W.R. Anderson,MO0100535622,./10familias/Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg,Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg,MO0100535621,./10familias/Malpighiaceae/Diplopterys_pubipetala/MO0100535621.jpg,Malpighiaceae/Diplopterys_pubipetala/MO0100535621.jpg
nao_exsicata,2026-09-11,remover,nao_exsicata,Malpighiaceae,Diplopterys pubipetala,W.R. Anderson,MO0100535622,./10familias/Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg,Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg,NY02099152_01,./10familias/Malpighiaceae/Diplopterys_pubipetala/NY02099152_01.jpg,Malpighiaceae/Diplopterys_pubipetala/NY02099152_01.jpg
nao_exsicata,2026-09-11,adicionar,substituta,Malpighiaceae,Diplopterys pubipetala,W.R. Anderson,NY02099152_01,./10familias/Malpighiaceae/Diplopterys_pubipetala/NY02099152_01.jpg,Malpighiaceae/Diplopterys_pubipetala/NY02099152_01.jpg,MO0100535622,./10familias/Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg,Malpighiaceae/Diplopterys_pubipetala/MO0100535622.jpg
